player.feed_id,player_id,round,picked,position,points,ppts,player.first_name,player.last_name,player.team.abbrev,user_team_id,userTeam.teamname,userTeam.user_id,userTeam.user.first_name
292511,370,6,true,DEF,102,67,Zach,Tuohy,GEE,9867,Bad Boys For Fyfe,71052,James
291969,378,6,true,MID,97,101,Stephen,Coniglio,GWS,9867,Bad Boys For Fyfe,71052,James
290832,319,6,true,MID,92,72,David,Swallow,GCS,9867,Bad Boys For Fyfe,71052,James
295461,218,6,true,DEF,92,94,Adam,Saad,ESS,9867,Bad Boys For Fyfe,71052,James
994539,121,6,true,DEF,87,80,Sam,Petrevski-Seton,CAR,9867,Bad Boys For Fyfe,71052,James
291570,244,6,true,MID,84,113,Nat,Fyfe,FRE,9867,Bad Boys For Fyfe,71052,James
1003130,752,6,true,FWD,83,115,Patrick,Lipinski,WBD,9867,Bad Boys For Fyfe,71052,James
295136,736,6,true,DEF,81,109,Caleb,Daniel,WBD,9867,Bad Boys For Fyfe,71052,James
298290,124,6,true,RUC,75,104,Marc,Pittonet,CAR,9867,Bad Boys For Fyfe,71052,James
291783,219,6,true,MID,74,110,Dylan,Shiel,ESS,9867,Bad Boys For Fyfe,71052,James
1000978,72,6,true,MID,74,107,Hugh,McCluggage,BRL,9867,Bad Boys For Fyfe,71052,James
291771,220,6,true,FWD,68,77,Devon,Smith,ESS,9867,Bad Boys For Fyfe,71052,James
298111,384,6,true,FWD,61,71,Jeremy,Finlayson,GWS,9867,Bad Boys For Fyfe,71052,James
1004998,579,6,true,FWD,51,83,Todd,Marshall,PTA,9867,Bad Boys For Fyfe,71052,James
